id,name,repository,repository_url,forge_kind,forge_host,owner,homepage,description,status,decision_reason,primary_category,capabilities,das_focus,license_spdx,license_class,pypi,conda,julia,canonical_doi,reviewed_at,mirror_result,mirror_error,git_ref,commits,merges,first_commit_at,last_commit_at,authors,insertions,deletions,lines_total,lines_by_language,primary_language,stars,forks,contributors,contributors_basis,releases,created_at,pushed_at,forge_last_commit_at,latest_release_at,archived,visibility,language,has_docs,has_tests,has_ci,license_detected,pypi_downloads_30d,pypi_downloads_180d,conda_downloads_total,dependencies,practices,citations_total,canonical_citations,mirror_missing,git_missing,forge_missing,registry_missing,publications_missing,practices_missing,mirror_scanned_at,git_scanned_at,forge_scanned_at,registry_scanned_at,publications_scanned_at,practices_scanned_at
idas-convert,idas-convert,pyrocko/idas-convert,https://github.com/pyrocko/idas-convert,github,github.com,pyrocko,,Conversion of Silixa iDAS TDMS data into established seismic formats.,included,Reusable DAS conversion tool with GPL-3.0 licensing.,data-management,conversion;data-management;io,das-native,GPL-3.0-only,osi-approved,,,,10.5880/gfz.2.1.2021.005,2026-08-28,unchanged,,master,18,0,2021-01-14T16:30:57+01:00,2021-11-16T16:08:25+01:00,2,3246,898,1279,Python=1247;Shell=32,Python,9,2,1,"linked accounts, bots removed",0,2021-09-21T09:24:40Z,2021-11-16T15:12:03Z,2021-11-16T15:08:25Z,,False,public,Python,True,True,False,GPL-3.0,,,,,readme=True;license_file=True;packaging=True;tests=True;ci=False;coverage=False;docs=True;examples=False;changelog=False;contributing=False;lint=False;typed=False,4,4,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:21+00:00,2026-08-28T12:56:49+00:00,2026-08-28T15:06:59+00:00,2026-08-28T15:04:21+00:00,2026-08-28T19:47:27+00:00
intro-to-das,IntroToDASData,DAS-RCN/IntroToDASData,https://github.com/DAS-RCN/IntroToDASData,github,github.com,DAS-RCN,,Introductory notebooks for reading and working with DAS data.,excluded,"Tutorial material rather than a reusable software package, CLI, framework, or application.",tutorial,education;io;visualization,das-native,BSD-3-Clause,osi-approved,,,,,2026-08-28,unchanged,,master,67,1,2020-04-14T10:31:59-04:00,2022-01-04T01:03:35+02:00,4,181601,163530,1326,Jupyter=1326,Jupyter,,,,,,,,,,,,,,,,,,,,,readme=True;license_file=True;packaging=False;tests=False;ci=False;coverage=False;docs=False;examples=True;changelog=False;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,,2026-08-28T15:06:59+00:00,2026-08-28T15:04:21+00:00,2026-08-28T19:47:27+00:00
invisensing,invisensing,invisensing-io/python-lib,https://github.com/invisensing-io/python-lib,github,github.com,invisensing-io,,Vendor Python SDK reading every DAS acquisition format the Audace platform writes.,included,"Reusable vendor-published DAS reader with an MIT license, documentation, CI, and PyPI releases.",data-management,conversion;data-management;io,das-native,MIT,osi-approved,invisensing,,,,2026-08-28,unchanged,,master,39,1,2024-09-13T13:13:27+02:00,2026-07-22T12:21:55+02:00,2,9417,3827,3492,Python=2594;Rust=898,Python,0,0,1,"linked accounts, bots removed",6,2024-09-13T11:11:38Z,2026-07-22T10:25:52Z,2026-07-22T10:21:55Z,2026-07-22T10:32:50Z,False,public,Python,True,True,True,MIT,304,6215,,h5py;nptdms;numpy;segyio,readme=True;license_file=True;packaging=True;tests=True;ci=True;coverage=False;docs=True;examples=True;changelog=False;contributing=False;lint=False;typed=False,,,,,,conda_downloads_total=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,2026-08-28T12:56:53+00:00,2026-08-28T15:07:14+00:00,2026-08-28T15:04:21+00:00,2026-08-28T19:47:27+00:00
jdas,jDAS,martijnende/jDAS,https://github.com/martijnende/jDAS,github,github.com,martijnende,,Coherence-based deep-learning denoising for DAS data.,included,Reusable DAS denoising implementation with an MIT license.,machine-learning-detection,denoising;machine-learning;processing,das-native,MIT,osi-approved,,,,,2026-08-28,unchanged,,master,6,0,2021-08-21T15:35:25+02:00,2022-10-12T19:13:12+02:00,1,7579,183,1165,Jupyter=346;Python=819,Python,41,4,1,"linked accounts, bots removed",1,2021-08-21T13:35:25Z,2022-10-12T17:13:36Z,2022-10-12T17:13:12Z,2021-09-08T14:14:43Z,False,public,Python,True,True,False,MIT,,,,,readme=True;license_file=True;packaging=False;tests=True;ci=True;coverage=False;docs=True;examples=True;changelog=False;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,2026-08-28T12:56:55+00:00,2026-08-28T15:07:14+00:00,2026-08-28T15:04:21+00:00,2026-08-28T19:47:27+00:00
lightguide,lightguide,pyrocko/lightguide,https://github.com/pyrocko/lightguide,github,github.com,pyrocko,https://pyrocko.org,"DAS handling, filtering, and forward modeling integrated with Pyrocko.",included,Reusable DAS-specific Python library under GPL-3.0.,processing,denoising;io;modeling;processing;visualization,das-native,GPL-3.0-only,osi-approved,lightguide,,,10.5281/zenodo.6580579,2026-08-28,unchanged,,main,29,0,2022-05-24T14:08:36+02:00,2024-10-29T12:09:05+01:00,2,6219,1622,2515,Jupyter=165;Python=1945;Rust=405,Python,65,13,1,"linked accounts, bots removed",6,2022-05-24T10:29:43Z,2024-10-29T11:09:07Z,2024-10-29T11:09:05Z,2023-04-14T11:41:09Z,False,public,Python,True,True,True,GPL-3.0,94,826,,numpy;pyrocko;requests,readme=True;license_file=True;packaging=True;tests=True;ci=True;coverage=False;docs=True;examples=True;changelog=False;contributing=False;lint=True;typed=False,2,2,,,,conda_downloads_total=not_applicable,,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,2026-08-28T12:56:57+00:00,2026-08-28T15:10:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
mldas,MLDAS,DAS-RCN/mldas,https://github.com/DAS-RCN/mldas,github,github.com,DAS-RCN,,Machine-learning tools for DAS data.,included,"Reusable DAS machine-learning package under the Lawrence Berkeley National Labs BSD variant, an OSI-approved license that GitHub cannot auto-detect.",machine-learning-detection,detection;machine-learning;processing,das-native,BSD-3-Clause-LBNL,osi-approved,mldas,,,,2026-08-28,unchanged,,master,47,0,2021-02-24T21:59:47-08:00,2021-08-19T11:06:51-07:00,1,22137,454,6803,Python=5638;Shell=1165,Python,11,6,1,"linked accounts, bots removed",0,2021-08-19T17:07:39Z,2021-08-19T18:07:04Z,2021-08-19T18:06:51Z,,False,public,Python,False,False,False,NOASSERTION,7,107,,,readme=True;license_file=True;packaging=True;tests=False;ci=True;coverage=False;docs=False;examples=False;changelog=False;contributing=False;lint=False;typed=False,,,,,,conda_downloads_total=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,2026-08-28T12:56:59+00:00,2026-08-28T15:11:05+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
mldas-upstream,MLDAS (GitLab upstream),ml4science/mldas,https://gitlab.com/ml4science/mldas,gitlab,gitlab.com,ml4science,,Upstream GitLab home of the machine-learning tools mirrored to DAS-RCN/mldas.,excluded,"Duplicate. This is the upstream of the already catalogued DAS-RCN/mldas mirror, and counting both would double one project's activity.",out-of-scope,detection;machine-learning,das-native,BSD-3-Clause-LBNL,osi-approved,,,,,2026-08-28,unchanged,,master,55,0,2021-02-24T21:59:47-08:00,2022-08-08T01:18:03-07:00,1,26025,4327,6733,Python=5567;Shell=1166,Python,,,,,,,,,,,,,,,,,,,,,readme=True;license_file=True;packaging=True;tests=False;ci=False;coverage=False;docs=False;examples=False;changelog=False;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,,2026-08-28T15:11:05+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
multi-res-viewer,MultiResViewer,DASDAE/MultiResViewer,https://github.com/DASDAE/MultiResViewer,github,github.com,DASDAE,,Multi-resolution interactive viewer for large DAS datasets.,included,Reusable DAS visualization tool with GPL-3.0 licensing.,visualization-annotation,processing;visualization,das-native,GPL-3.0-only,osi-approved,,,,,2026-08-28,unchanged,,main,13,0,2023-07-08T18:08:31+08:00,2023-10-16T21:24:23-06:00,1,3387,66,334,Jupyter=64;Python=270,Python,2,1,1,"linked accounts, bots removed",0,2023-07-21T13:39:44Z,2023-10-17T03:24:24Z,2023-10-17T03:24:23Z,,False,public,Python,False,False,False,GPL-3.0,,,,,readme=True;license_file=True;packaging=False;tests=False;ci=False;coverage=False;docs=False;examples=True;changelog=False;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,2026-08-28T12:57:01+00:00,2026-08-28T15:11:05+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
opendas-stream,OpenDAS-Stream,Xinxin-He/OpenDAS-Stream,https://github.com/Xinxin-He/OpenDAS-Stream,github,github.com,Xinxin-He,,GPU-accelerated streaming analytics for terabyte-scale DAS archives.,watchlist,"MIT licensed and DAS-specific, but the repository holds four demonstration scripts with no packaging, tests, or documented interface, so its reusability is unresolved.",processing,parallel-computing;processing;streaming,das-native,MIT,osi-approved,,,,,2026-08-28,unchanged,,main,17,0,2026-03-03T17:30:40-05:00,2026-03-03T18:09:00-05:00,1,5081,2413,2400,Python=2400,Python,0,0,1,"linked accounts, bots removed",0,2026-03-03T22:30:40Z,2026-03-03T23:09:00Z,2026-03-03T23:09:00Z,,False,public,Python,False,False,False,MIT,,,,,readme=True;license_file=True;packaging=False;tests=False;ci=False;coverage=False;docs=False;examples=False;changelog=False;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,2026-08-28T12:57:03+00:00,2026-08-28T15:11:05+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
optixutils,OptixUtils,uqzzhao/OptixUtils,https://github.com/uqzzhao/OptixUtils,github,github.com,uqzzhao,,"Reading, writing, and plotting utilities for Optix DAS data backed by PyTables.",included,Reusable DAS-specific utility library explicitly licensed under LGPL-2.1.,data-management,data-management;io;visualization,das-native,LGPL-2.1-only,osi-approved,,,,,2026-08-28,unchanged,,main,2,0,2026-01-18T17:40:59+08:00,2026-01-18T18:43:57+08:00,1,2811,0,2097,Python=2097,Python,1,0,1,"linked accounts, bots removed",0,2026-01-18T09:40:58Z,2026-01-18T10:44:04Z,2026-01-18T10:43:57Z,,False,public,Python,False,False,False,LGPL-2.1,,,,,readme=True;license_file=True;packaging=False;tests=False;ci=False;coverage=False;docs=False;examples=False;changelog=False;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,2026-08-28T12:57:05+00:00,2026-08-28T15:11:05+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
optodas-processor,OptoDAS_processor,speleos/OptoDAS_processor,https://github.com/speleos/OptoDAS_processor,github,github.com,speleos,,Automated processing workflows for ASN OptoDAS datasets.,included,Reusable DAS-specific processing tool with GPL-3.0 licensing.,processing,io;pipelines;processing,das-native,GPL-3.0-only,osi-approved,,,,,2026-08-28,unchanged,,main,55,0,2026-03-30T17:37:19+01:00,2026-06-11T16:10:38+01:00,1,15382,8702,3610,Jupyter=407;Python=3203,Python,0,0,1,"linked accounts, bots removed",2,2026-03-30T16:37:19Z,2026-06-11T15:10:39Z,2026-06-11T15:10:38Z,2026-04-28T14:08:51Z,False,public,Jupyter Notebook,False,False,False,GPL-3.0,,,,,readme=True;license_file=True;packaging=True;tests=False;ci=False;coverage=False;docs=False;examples=True;changelog=False;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:22+00:00,2026-08-28T12:57:07+00:00,2026-08-28T15:11:05+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
orion,ORION,emanuelebozzi/ORION,https://github.com/emanuelebozzi/ORION,github,github.com,emanuelebozzi,,Near real-time selector of high-quality DAS channels for arbitrary cable geometries.,watchlist,"DAS-specific method published in Seismica, but every runner imports a module the repository does not ship, the Zenodo deposit holds no files, and there is no README, license, or packaging, so its reusability is unresolved.",processing,processing;quality-control,das-native,,unlicensed,,,,10.26443/seismica.v5i1.2251,2026-08-28,cloned,,main,4,0,2025-09-30T23:28:39+02:00,2025-10-30T16:09:55+01:00,1,13870,1634,3750,Jupyter=839;Python=2911,Python,,,,,,,,,,,,,,,,,,,,,readme=False;license_file=False;packaging=False;tests=False;ci=False;coverage=False;docs=False;examples=True;changelog=False;contributing=False;lint=False;typed=False,0,0,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:23+00:00,,2026-08-28T15:11:05+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
pyfocs,pyfocs,klapo/pyfocs,https://github.com/klapo/pyfocs,github,github.com,klapo,,Processing pipeline for fiber-optic distributed sensing temperature data.,watchlist,"OSI-licensed DFOS package, but the modality is distributed temperature sensing rather than DAS.",processing,calibration;io;processing;temperature-sensing,other-fiber,GPL-3.0-only,osi-approved,pyfocs,,,,2026-08-28,unchanged,,main,506,73,2018-01-08T15:46:08+01:00,2023-05-09T17:50:10+02:00,3,8304549,6223624,5728,Jupyter=308;Python=5420,Python,23,12,3,"linked accounts, bots removed",1,2018-09-20T09:06:38Z,2023-05-09T15:51:02Z,2023-05-09T15:50:10Z,2020-11-26T17:40:46Z,False,public,HTML,False,True,True,GPL-3.0,32,274,,dtscalibration;matplotlib;netcdf4;numpy;pandas;pyyaml;scipy;xarray;xmltodict,readme=True;license_file=True;packaging=True;tests=True;ci=True;coverage=True;docs=False;examples=True;changelog=True;contributing=True;lint=False;typed=False,,,,,,conda_downloads_total=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:26+00:00,2026-08-28T12:57:09+00:00,2026-08-28T15:11:18+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
pyrocko,Pyrocko,pyrocko/pyrocko,https://github.com/pyrocko/pyrocko,github,github.com,pyrocko,https://pyrocko.org,Versatile seismology toolkit for Python with built-in readers for two Silixa DAS formats and a Snuffler waterfall view for dense recordings.,excluded,"A general seismological toolkit that added DAS support, not DAS-specific software; the same reading applied to SeisBench. The support is real rather than incidental - src/io registers tdms_idas (Silixa TDMS) and hdf5_idas (Silixa HDF5) as self-contained readers with format autodetection, and src/gui/snuffler/pile_viewer_waterfall.py implements the changelog's ""waterfall style for dense recordings like DAS"". A third format, ASN OptoDAS, is an adapter over the third-party simpledas package, which pyrocko does not declare as a dependency; without it hdf5_optodas.detect() returns False and iload raises ImportError, so OptoDAS is not built-in support and is not counted here. Catalogued and classed das-supporting rather than left out of the record.",out-of-scope,io;seismology;visualization,das-supporting,GPL-3.0-or-later,osi-approved,,,,,2026-08-28,cloned,,master,5946,549,2010-02-12T11:08:17+01:00,2026-06-02T10:47:10+02:00,33,570942,327212,187185,C=15954;JavaScript=109;Python=169473;Shell=1649,Python,,,,,,,,,,,,,,,,,,,,,readme=True;license_file=True;packaging=True;tests=True;ci=False;coverage=True;docs=True;examples=True;changelog=True;contributing=True;lint=True;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:28+00:00,,2026-08-28T15:11:18+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:27+00:00
pyseafom,pySEAFOM,SEAFOM-Fiber-Optic-Monitoring-Group/pySEAFOM,https://github.com/SEAFOM-Fiber-Optic-Monitoring-Group/pySEAFOM,github,github.com,SEAFOM-Fiber-Optic-Monitoring-Group,https://seafom-fiber-optic-monitoring-group.github.io/pySEAFOM/,Reproducible performance evaluation for DAS and other fiber-optic interrogators.,included,Reusable benchmarking package under the MIT license.,benchmarking,benchmarking;interrogator-evaluation;visualization,das-native,MIT,osi-approved,pyseafom,,,,2026-08-28,unchanged,,main,72,1,2025-07-13T05:54:17-05:00,2026-03-21T11:38:30-05:00,2,12552,2623,5624,JavaScript=58;Jupyter=866;Python=4322;Web=378,Python,8,3,2,"linked accounts, bots removed",1,2025-07-13T10:54:17Z,2026-03-21T16:38:35Z,2026-03-21T16:38:30Z,2026-03-21T16:23:21Z,False,public,Jupyter Notebook,True,False,True,MIT,23,530,,matplotlib;numpy;scipy,readme=True;license_file=True;packaging=True;tests=False;ci=True;coverage=False;docs=True;examples=True;changelog=False;contributing=False;lint=False;typed=False,,,,,,conda_downloads_total=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:28+00:00,2026-08-28T12:57:11+00:00,2026-08-28T15:11:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:28+00:00
pyseistr,pyseistr,aaspip/pyseistr,https://github.com/aaspip/pyseistr,github,github.com,aaspip,,Structural denoising and interpolation for multi-channel seismic data.,excluded,"A general seismic-processing package applied to DAS among other data, not DAS-specific software.",out-of-scope,denoising;processing,das-supporting,MIT,osi-approved,,,,,2026-08-28,unchanged,,main,179,1,2022-04-25T11:12:01-05:00,2026-03-02T13:33:23-06:00,3,32316,5494,26523,C=14152;Python=12354;Shell=17,C,,,,,,,,,,,,,,,,,,,,,readme=True;license_file=True;packaging=True;tests=True;ci=False;coverage=False;docs=False;examples=True;changelog=True;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:28+00:00,,2026-08-28T15:11:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:28+00:00
remi-das,ReMi-DAS,Shihao-Yuan/ReMi-DAS,https://github.com/Shihao-Yuan/ReMi-DAS,github,github.com,Shihao-Yuan,,Refraction microtremor analysis specialized for DAS recordings.,included,Reusable DAS-specific processing toolkit with GPL-3.0 licensing.,processing,processing;surface-waves;visualization,das-native,GPL-3.0-only,osi-approved,,,,,2026-08-28,unchanged,,main,15,0,2025-07-08T10:17:37-06:00,2026-01-09T09:34:23+13:00,1,5041,2717,938,Jupyter=392;Python=546,Python,4,2,1,"linked accounts, bots removed",0,2025-07-08T16:17:36Z,2026-01-08T20:34:49Z,2026-01-08T20:34:23Z,,False,public,Jupyter Notebook,False,False,False,GPL-3.0,,,,,readme=True;license_file=True;packaging=False;tests=False;ci=False;coverage=False;docs=False;examples=True;changelog=False;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:28+00:00,2026-08-28T12:57:13+00:00,2026-08-28T15:11:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:28+00:00
rnn-das,RNN-DAS,Javier-FernandezCarabantes/RNN-DAS,https://github.com/Javier-FernandezCarabantes/RNN-DAS,github,github.com,Javier-FernandezCarabantes,,Recurrent-network detection and real-time monitoring of volcano-seismic signals on DAS.,included,"Reusable DAS detection application under GPL-3.0, shipped with trained model weights and a runnable interface.",machine-learning-detection,detection;machine-learning;phase-picking;seismology,das-native,GPL-3.0-only,osi-approved,,,,10.1029/2025jb031756,2026-08-28,unchanged,,main,172,1,2025-01-30T13:10:20+01:00,2026-07-06T19:01:31+02:00,1,26305,22467,1986,Jupyter=150;Python=1836,Python,4,0,1,"linked accounts, bots removed",3,2025-01-30T12:10:19Z,2026-07-06T17:01:31Z,2026-07-06T17:01:31Z,2025-09-18T13:58:36Z,False,public,Jupyter Notebook,False,False,False,GPL-3.0,,,,,readme=True;license_file=True;packaging=False;tests=False;ci=False;coverage=False;docs=False;examples=True;changelog=False;contributing=False;lint=False;typed=False,5,5,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:29+00:00,2026-08-28T12:57:15+00:00,2026-08-28T15:11:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:28+00:00
seisbench,SeisBench,seisbench/seisbench,https://github.com/seisbench/seisbench,github,github.com,seisbench,,Machine-learning toolbox for seismology with DAS support since v0.12.,excluded,"A general seismological machine-learning toolbox that added DAS support, not DAS-specific software.",out-of-scope,machine-learning;phase-picking;seismology,das-supporting,GPL-3.0-only,osi-approved,,,,,2026-08-28,unchanged,,main,1133,178,2020-11-12T17:25:22+01:00,2026-08-19T10:56:45+02:00,28,149826,58760,40052,C=277;Jupyter=3960;Python=35815,Python,,,,,,,,,,,,,,,,,,,,,readme=True;license_file=True;packaging=True;tests=True;ci=True;coverage=False;docs=True;examples=True;changelog=False;contributing=True;lint=True;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:30+00:00,,2026-08-28T15:11:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:28+00:00
sigrecover,sigrecover,TCCS-CODES/sigrecover,https://github.com/TCCS-CODES/sigrecover,github,github.com,TCCS-CODES,,MATLAB dictionary-learning routines for recovering weak signals from DAS noise.,included,"Reusable MATLAB subroutine library under BSD-3-Clause, shipped with runnable examples rather than figure scripts alone.",processing,denoising;processing;visualization,das-native,BSD-3-Clause,osi-approved,,,,,2026-08-28,unchanged,,main,9,0,2024-07-31T16:02:30-05:00,2024-07-31T17:50:17-05:00,1,1999,4,1863,MATLAB=1863,MATLAB,10,4,1,"linked accounts, bots removed",0,2024-07-31T21:02:30Z,2024-07-31T22:50:18Z,2024-07-31T22:50:17Z,,False,public,MATLAB,False,False,False,BSD-3-Clause,,,,,readme=True;license_file=True;packaging=False;tests=True;ci=False;coverage=False;docs=False;examples=False;changelog=False;contributing=False;lint=False;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:30+00:00,2026-08-28T12:57:17+00:00,2026-08-28T15:11:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:28+00:00
silixa-dts-tools,Silixa_DTS_Tools,LeemanGeophysicalLLC/Silixa_DTS_Tools,https://github.com/LeemanGeophysicalLLC/Silixa_DTS_Tools,github,github.com,LeemanGeophysicalLLC,,Utilities for working with Silixa distributed temperature sensing systems.,watchlist,"The modality is distributed temperature sensing rather than DAS, and the repository publishes only a licence and a README, with no source to review.",data-management,data-management;io;temperature-sensing,other-fiber,MIT,osi-approved,,,,,2026-08-28,unchanged,,main,1,0,2025-11-14T08:39:21-06:00,2025-11-14T08:39:21-06:00,1,230,0,,,,0,0,1,"linked accounts, bots removed",0,2025-11-14T14:39:21Z,2025-11-14T14:39:21Z,2025-11-14T14:39:21Z,,False,public,,False,False,False,MIT,,,,,readme=True;license_file=True;packaging=False;tests=False;ci=False;coverage=False;docs=False;examples=False;changelog=False;contributing=False;lint=False;typed=False,,,,lines=not_published,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:30+00:00,2026-08-28T12:57:19+00:00,2026-08-28T15:11:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:28+00:00
simpledas,simpleDAS,ASN-Norway/simpleDAS,https://github.com/ASN-Norway/simpleDAS,github,github.com,ASN-Norway,,Vendor-published Python reader for ASN OptoDAS file formats.,included,Reusable DAS reader released by the interrogator vendor under GPL-3.0.,data-management,data-management;io,das-native,GPL-3.0-only,osi-approved,,,,,2026-08-28,unchanged,,master,16,0,2022-10-03T15:40:37+02:00,2024-05-28T13:34:28+02:00,2,6968,2836,1868,Jupyter=124;Python=1744,Python,28,10,1,"linked accounts, bots removed",4,2022-10-05T18:39:24Z,2024-05-28T11:45:04Z,2024-05-28T11:34:28Z,2024-05-28T11:45:04Z,False,public,Python,True,False,False,GPL-3.0,,,,,readme=True;license_file=True;packaging=True;tests=False;ci=False;coverage=True;docs=False;examples=True;changelog=False;contributing=False;lint=True;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:30+00:00,2026-08-28T12:57:21+00:00,2026-08-28T15:11:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:28+00:00
simpledas-fork,simpleDAS (fork),jxli2a/simpleDAS,https://github.com/jxli2a/simpleDAS,github,github.com,jxli2a,,Personal fork of the ASN vendor reader for OptoDAS files.,excluded,"Duplicate. GitHub reports this as a fork of the already catalogued ASN-Norway/simpleDAS, and it has never diverged - its last push timestamp is identical to the parent's latest release, with no stars and no independent description.",out-of-scope,data-management;io,das-native,GPL-3.0-only,osi-approved,,,,,2026-08-28,cloned,,master,16,0,2022-10-03T15:40:37+02:00,2024-05-28T13:34:28+02:00,2,6968,2836,1868,Jupyter=124;Python=1744,Python,,,,,,,,,,,,,,,,,,,,,readme=True;license_file=True;packaging=True;tests=False;ci=False;coverage=True;docs=False;examples=True;changelog=False;contributing=False;lint=True;typed=False,,,,,,pypi_downloads_30d=not_applicable;pypi_downloads_180d=not_applicable;conda_downloads_total=not_applicable;dependencies=not_applicable,publications=not_applicable;canonical_citations=not_applicable,,2026-08-28T14:52:55+00:00,2026-08-28T15:04:30+00:00,,2026-08-28T15:11:31+00:00,2026-08-28T15:04:22+00:00,2026-08-28T19:47:28+00:00
